"iso_a0","adm_0_name","adm_1_name","adm_2_name","gaul_level","fao_gaul_code","t_res","calendar_start_date","calendar_end_date","year","dengue_total","case_definition_standardised"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2019-12-22,2019-12-28,2019,82,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2019-12-29,2020-01-04,2019,64,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2020-01-05,2020-01-11,2020,91,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2020-01-12,2020-01-18,2020,82,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2020-01-19,2020-01-25,2020,65,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2020-01-26,2020-02-01,2020,69,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2020-02-02,2020-02-08,2020,50,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2020-02-09,2020-02-15,2020,58,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2020-02-16,2020-02-22,2020,50,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2020-02-23,2020-02-29,2020,42,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2020-03-01,2020-03-07,2020,54,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2020-03-08,2020-03-14,2020,49,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2020-03-15,2020-03-21,2020,32,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2020-03-22,2020-03-28,2020,36,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2020-03-29,2020-04-04,2020,29,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2020-04-05,2020-04-11,2020,18,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2020-04-12,2020-04-18,2020,24,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2020-04-19,2020-04-25,2020,19,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2020-04-26,2020-05-02,2020,19,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2020-05-03,2020-05-09,2020,18,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2020-05-10,2020-05-16,2020,8,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2020-05-17,2020-05-23,2020,8,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2020-05-24,2020-05-30,2020,7,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2020-05-31,2020-06-06,2020,7,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2020-06-07,2020-06-13,2020,10,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2020-06-14,2020-06-20,2020,9,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2020-06-21,2020-06-27,2020,8,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2020-06-28,2020-07-04,2020,9,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2020-07-05,2020-07-11,2020,10,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2020-07-12,2020-07-18,2020,11,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2020-07-19,2020-07-25,2020,11,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2020-07-26,2020-08-01,2020,8,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2020-08-02,2020-08-08,2020,8,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2020-08-09,2020-08-15,2020,10,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2020-08-16,2020-08-22,2020,5,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2020-08-23,2020-08-29,2020,7,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2020-08-30,2020-09-05,2020,4,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2020-09-06,2020-09-12,2020,5,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2020-09-13,2020-09-19,2020,10,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2020-09-20,2020-09-26,2020,9,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2020-09-27,2020-10-03,2020,9,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2020-10-04,2020-10-10,2020,12,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2020-10-11,2020-10-17,2020,4,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2020-10-18,2020-10-24,2020,17,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2020-10-25,2020-10-31,2020,6,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2020-11-01,2020-11-07,2020,14,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2020-11-08,2020-11-14,2020,23,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2020-11-15,2020-11-21,2020,16,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2020-11-22,2020-11-28,2020,9,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2020-11-29,2020-12-05,2020,16,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2020-12-06,2020-12-12,2020,11,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2020-12-13,2020-12-19,2020,12,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2020-12-20,2020-12-26,2020,33,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2020-12-27,2021-01-02,2020,5,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2021-01-03,2021-01-09,2021,5,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2021-01-10,2021-01-16,2021,6,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2021-01-17,2021-01-23,2021,9,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2021-01-24,2021-01-30,2021,20,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2021-01-31,2021-02-06,2021,18,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2021-02-07,2021-02-13,2021,12,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2021-02-14,2021-02-20,2021,11,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2021-02-21,2021-02-27,2021,21,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2021-02-28,2021-03-06,2021,14,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2021-03-07,2021-03-13,2021,21,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2021-03-14,2021-03-20,2021,27,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2021-03-21,2021-03-27,2021,26,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2021-03-28,2021-04-03,2021,32,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2021-04-04,2021-04-10,2021,43,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2021-04-11,2021-04-17,2021,41,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2021-04-18,2021-04-24,2021,21,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2021-04-25,2021-05-01,2021,32,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2021-05-02,2021-05-08,2021,19,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2021-05-09,2021-05-15,2021,30,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2021-05-16,2021-05-22,2021,44,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2021-05-23,2021-05-29,2021,34,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2021-05-30,2021-06-05,2021,32,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2021-06-06,2021-06-12,2021,26,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2021-06-13,2021-06-19,2021,24,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2021-06-20,2021-06-26,2021,15,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2021-06-27,2021-07-03,2021,25,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2021-07-04,2021-07-10,2021,21,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2021-07-11,2021-07-17,2021,15,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2021-07-18,2021-07-24,2021,16,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2021-07-25,2021-07-31,2021,6,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2021-08-01,2021-08-07,2021,10,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2021-08-08,2021-08-14,2021,7,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2021-08-15,2021-08-21,2021,8,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2021-08-22,2021-08-28,2021,12,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2021-08-29,2021-09-04,2021,11,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2021-09-05,2021-09-11,2021,6,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2021-09-12,2021-09-18,2021,6,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2021-09-19,2021-09-25,2021,3,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2021-09-26,2021-10-02,2021,7,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2021-10-03,2021-10-09,2021,5,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2021-10-10,2021-10-16,2021,6,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2021-10-17,2021-10-23,2021,4,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2021-10-24,2021-10-30,2021,2,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2021-10-31,2021-11-06,2021,6,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2021-11-07,2021-11-13,2021,5,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2021-11-14,2021-11-20,2021,16,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2021-11-21,2021-11-27,2021,14,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2021-11-28,2021-12-04,2021,17,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2021-12-05,2021-12-11,2021,16,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2021-12-12,2021-12-18,2021,7,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2021-12-19,2021-12-25,2021,2,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2021-12-26,2022-01-01,2021,2,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2022-01-02,2022-01-08,2022,9,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2022-01-09,2022-01-15,2022,7,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2022-01-16,2022-01-22,2022,12,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2022-01-23,2022-01-29,2022,8,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2022-01-30,2022-02-05,2022,25,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2022-02-06,2022-02-12,2022,22,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2022-02-13,2022-02-19,2022,23,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2022-02-20,2022-02-26,2022,34,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2022-02-27,2022-03-05,2022,31,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2022-03-06,2022-03-12,2022,64,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2022-03-13,2022-03-19,2022,71,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2022-03-20,2022-03-26,2022,118,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2022-03-27,2022-04-02,2022,101,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2022-04-03,2022-04-09,2022,156,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2022-04-10,2022-04-16,2022,139,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2022-04-17,2022-04-23,2022,170,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2022-04-24,2022-04-30,2022,226,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2022-05-01,2022-05-07,2022,333,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2022-05-08,2022-05-14,2022,359,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2022-05-15,2022-05-21,2022,266,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2022-05-22,2022-05-28,2022,279,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2022-05-29,2022-06-04,2022,230,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2022-06-05,2022-06-11,2022,190,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2022-06-12,2022-06-18,2022,116,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2022-06-19,2022-06-25,2022,128,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2022-06-26,2022-07-02,2022,104,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2022-07-03,2022-07-09,2022,95,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2022-07-10,2022-07-16,2022,86,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2022-07-17,2022-07-23,2022,108,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2022-07-24,2022-07-30,2022,82,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2022-07-31,2022-08-06,2022,75,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2022-08-07,2022-08-13,2022,56,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2022-08-14,2022-08-20,2022,52,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2022-08-21,2022-08-27,2022,47,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2022-08-28,2022-09-03,2022,49,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2022-09-04,2022-09-10,2022,49,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2022-09-11,2022-09-17,2022,46,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2022-09-18,2022-09-24,2022,37,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2022-09-25,2022-10-01,2022,43,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2022-10-02,2022-10-08,2022,45,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2022-10-09,2022-10-15,2022,51,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2022-10-16,2022-10-22,2022,53,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2022-10-23,2022-10-29,2022,54,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2022-10-30,2022-11-05,2022,48,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2022-11-06,2022-11-12,2022,57,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2022-11-13,2022-11-19,2022,38,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2022-11-20,2022-11-26,2022,26,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2022-11-27,2022-12-03,2022,28,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2022-12-04,2022-12-10,2022,26,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2022-12-11,2022-12-17,2022,44,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2022-12-18,2022-12-24,2022,33,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2022-12-25,2022-12-31,2022,28,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2023-01-01,2023-01-07,2023,110,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2023-01-08,2023-01-14,2023,85,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2023-01-15,2023-01-21,2023,121,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2023-01-22,2023-01-28,2023,142,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2023-01-29,2023-02-04,2023,192,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2023-02-05,2023-02-11,2023,277,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2023-02-12,2023-02-18,2023,170,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2023-02-19,2023-02-25,2023,217,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2023-02-26,2023-03-04,2023,429,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2023-03-05,2023-03-11,2023,440,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2023-03-12,2023-03-18,2023,525,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2023-03-19,2023-03-25,2023,747,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2023-03-26,2023-04-01,2023,785,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2023-04-02,2023-04-08,2023,759,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2023-04-09,2023-04-15,2023,921,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2023-04-16,2023-04-22,2023,771,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2023-04-23,2023-04-29,2023,842,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2023-04-30,2023-05-06,2023,996,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2023-05-07,2023-05-13,2023,1033,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2023-05-14,2023-05-20,2023,939,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2023-05-21,2023-05-27,2023,789,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2023-05-28,2023-06-03,2023,740,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2023-06-04,2023-06-10,2023,674,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2023-06-11,2023-06-17,2023,719,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2023-06-18,2023-06-24,2023,608,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2023-06-25,2023-07-01,2023,447,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2023-07-02,2023-07-08,2023,381,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2023-07-09,2023-07-15,2023,374,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2023-07-16,2023-07-22,2023,298,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2023-07-23,2023-07-29,2023,238,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2023-07-30,2023-08-05,2023,261,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2023-08-06,2023-08-12,2023,229,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2023-08-13,2023-08-19,2023,201,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2023-08-20,2023-08-26,2023,191,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2023-08-27,2023-09-02,2023,167,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2023-09-03,2023-09-09,2023,141,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2023-09-10,2023-09-16,2023,201,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2023-09-17,2023-09-23,2023,202,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2023-09-24,2023-09-30,2023,193,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2023-10-01,2023-10-07,2023,188,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2023-10-08,2023-10-14,2023,161,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2023-10-15,2023-10-21,2023,200,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2023-10-22,2023-10-28,2023,201,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2023-10-29,2023-11-04,2023,227,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2023-11-05,2023-11-11,2023,343,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2023-11-12,2023-11-18,2023,301,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2023-11-19,2023-11-25,2023,477,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2023-11-26,2023-12-02,2023,499,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2023-12-03,2023-12-09,2023,600,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2023-12-10,2023-12-16,2023,759,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2023-12-17,2023-12-23,2023,659,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2023-12-24,2023-12-30,2023,446,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2023-12-31,2024-01-06,2023,1363,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2024-01-07,2024-01-13,2024,1575,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2024-01-14,2024-01-20,2024,2049,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2024-01-21,2024-01-27,2024,2898,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2024-01-28,2024-02-03,2024,4835,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2024-02-04,2024-02-10,2024,7352,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2024-02-11,2024-02-17,2024,11277,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2024-02-18,2024-02-24,2024,14079,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2024-02-25,2024-03-02,2024,12579,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2024-03-03,2024-03-09,2024,10448,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2024-03-10,2024-03-16,2024,8993,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2024-03-17,2024-03-23,2024,6767,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2024-03-24,2024-03-30,2024,3659,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2024-03-31,2024-04-06,2024,3802,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2024-04-07,2024-04-13,2024,2965,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2024-04-14,2024-04-20,2024,2204,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2024-04-21,2024-04-27,2024,1754,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2024-04-28,2024-05-04,2024,1731,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2024-05-05,2024-05-11,2024,1659,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2024-05-12,2024-05-18,2024,1410,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2024-05-19,2024-05-25,2024,1112,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2024-05-26,2024-06-01,2024,671,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2024-06-02,2024-06-08,2024,743,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2024-06-09,2024-06-15,2024,685,"probable"
"BRA","brazil","rio de janeiro","rio de janeiro","adm2",9961,"week",2024-06-16,2024-06-22,2024,574,"probable"
